stage,feature,jsd_score
Global five-class,Total Fwd Packets,0.20671502421417398
Global five-class,PSH Flag Count,0.2032047238702858
Global five-class,Total Length of Bwd Packets,0.19099467691941624
Global five-class,ACK Flag Count,0.18948206505777937
Global five-class,Total Bwd Packets,0.18843923974737445
Global five-class,Active Min,0.18398861346994594
Global five-class,tls_server_ptype,0.16533365275781628
Global five-class,tls_server_version,0.16533365275781628
Global five-class,tls_server_alpn_info,0.16533365275781628
Global five-class,tls_server_cipher_val,0.16533365275772766
Global five-class,Flow Bytes/s,0.11345096721700768
Global five-class,Fwd Packet Length Min,0.10613505892418414
Global five-class,client_latency,0.06746201477226485
Global five-class,tls_client_ptype,0.04493442240471234
Global five-class,tls_client_version,0.04493442240471234
Global five-class,tls_client_sni_presence,0.04493442240471234
Global five-class,tls_client_cipher_count,0.04493442240471234
Global five-class,tls_client_alpn_info,0.04493442240471234
Global five-class,http_req_version,0.03368532227290707
Global five-class,http_req_has_cookie,0.03368532227290707
Global five-class,http_req_has_referer,0.03368532227290707
Global five-class,http_req_has_lang,0.03368532227290707
Global five-class,http_method,0.0
Global five-class,http_path_len,0.0
Global five-class,http_req_method_short,0.0
Global five-class,http_req_header_count,0.0
Global five-class,tls_client_extension_count,0.0
Global five-class,tls_server_extension_count,0.0
